연도,학교종류,시도,행정구,학교명,학교명(영문),본분교,학교상태,설립,우편번호,주소,전화번호,팩스번호,홈페이지
2020,대학교,전남,전남 광양시,한려대학교,HANLYO UNIVERSITY,본교,기존,사립,57764,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)",061-760-1114        ,061-761-6701        ,www.hanlyo.ac.kr
2020,대학교,경북,경북 고령군,가야대학교,KAYA UNIVERSITY,제2캠퍼스,기존,사립,40139,"경상북도 고령군 대가야읍 대가야로 1103 (지산리, 가야대학교)",055-330-1000,055-331-0112,http://www.kaya.ac.kr
2020,대학교,경북,경북 구미시,경운대학교,Kyungwoon University,본교,기존,사립,39160,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",054-479-1114,054-479-1029,www.ikw.ac.kr
2020,대학교,경북,경북 경산시,경일대학교,KYUNGIL UNIVERSITY,본교,기존,사립,38428,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",053-600-4000        ,053-600-4020    ,www.kiu.ac.kr
2020,대학교,경북,경북 경주시,경주대학교,Gyeongju University,본교,기존,사립,38065,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",054-770-5114        ,054-748-5553        ,www.gu.ac.kr
2020,대학교,경북,경북 구미시,금오공과대학교,Kumoh National Institute of Technology,본교,기존,국립,39177,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",054-478-7114        ,054-478-7100        ,www.kumoh.ac.kr
2020,대학교,경북,경북 김천시,김천대학교,GIMCHEON UNIVERSITY,본교,기존,사립,39528,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)",054-420-4000,054-420-4003,www.gimcheon.ac.kr
2020,대학교,경북,경북 경산시,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,본교,기존,사립,38430,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교)",053-850-3114,053-359-7000,http://www.cu.ac.kr/
2020,대학교,경북,경북 경산시,대구대학교,Daegu University,본교,기존,사립,38453,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",053-850-5000,053-850-5449,www.daegu.ac.kr
2020,대학교,경북,경북 칠곡군,대구예술대학교,DAEGU ARTS UNIVERSITY,본교,기존,사립,39851,"경상북도 칠곡군 가산면 다부거문1길 202 (다부리, 대구예술대학교)",054-973-5311        ,054-973-5319        ,www.dgau.ac.kr
2020,대학교,경북,경북 경산시,대구한의대학교,Daegu Haany University,본교,기존,사립,38610,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",053-819-1000        ,053-819-1258        ,www.dhu.ac.kr
2020,대학교,경북,경북 경산시,대신대학교,Daeshin University,본교,기존,사립,38649,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교)",053-810-0701        ,053-813-0006        ,www.daeshin.ac.kr
2020,대학교,경북,경북 경주시,동국대학교,DONGGUK UNIVERSITY,분교1,기존,사립,38066,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스)",054-770-2114        ,054-770-2001        ,web.dongguk.ac.kr
2020,대학교,경북,경북 영주시,동양대학교,DONGYANG UNIVERSITY,본교,기존,사립,36040,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교)",054-630-1114,054-636-8523,www.dyu.ac.kr
2020,대학교,경북,경북 안동시,안동대학교,Andong National University,본교,기존,국립,36729,"경상북도 안동시 경동로 1375 (송천동, 안동대학교)",054-820-5114,054-820-7115      ,www.andong.ac.kr
2020,대학교,경북,경북 경산시,영남대학교,Yeungnam University,본교,기존,사립,38541,"경상북도 경산시 대학로 280 (대동, 영남대학교)",053-810-2114        ,053-810-2036        ,www.yu.ac.kr
2020,대학교,경북,경북 경산시,영남신학대학교,YoungnamTheologicalUniversity&Seminary,본교,기존,사립,38451,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",053-850-0500        ,053-852-9815        ,www.ytus.ac.kr
2020,대학교,경북,경북 경주시,위덕대학교,Uiduk University,본교,기존,사립,38004,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",054-760-1114,054-760-1229,www.uu.ac.kr
2020,대학교,경북,경북 포항시,포항공과대학교,Pohang University of Science and Technology,본교,기존,사립,37673,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",054-279-0114,054-279-2993,www.postech.ac.kr
2020,대학교,경북,경북 포항시,한동대학교,Handong Global University,본교,기존,사립,37554,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",054-260-1111        ,054-260-1149        ,www.handong.edu
2020,대학교,경남,경남 김해시,가야대학교,kaya university,본교,기존,사립,50830,경상남도 김해시 삼계로 208 (삼계동),055-330-1000,055-331-0983,http://www.kaya.ac.kr/main/kaya_main.aspx
2020,대학교,경남,경남 진주시,경남과학기술대학교,Gyeongnam National University of science and technology,본교,기존,국립,52725,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",055-751-3114,055-752-9554,www1.gntech.ac.kr/web/www/
2020,대학교,경남,경남 창원시,경남대학교,Kyungnam University,본교,기존,사립,51767,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",055-245-5000,055-246-6184,www.kyungnam.ac.kr
2020,대학교,경남,경남 진주시,경상대학교,GYEONGSANG NATIONAL UNIVERSITY,본교,기존,국립,52828,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",055-772-0114,055-772-0359,"www.gnu.ac.kr		"
2020,대학교,경남,경남 김해시,부산장신대학교,BusanPresbyterianUniversity,본교,기존,사립,50883,경상남도 김해시 김해대로 1894-68 (구산동),055-320-2500        ,055-339-1161        ,www.bpu.ac.kr
2020,대학교,경남,경남 양산시,영산대학교,YOUNGSAN UNIVERSITY,본교,기존,사립,50510,"경상남도 양산시 주남로 288 (주남동, 영산대학교양산캠퍼스)",055-380-9114        ,055-366-4374        ,www.ysu.ac.kr
2020,대학교,경남,경남 김해시,인제대학교,Inje University,본교,기존,사립,50834,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",055-334-7111,055-334-0712 ,www.inje.ac.kr
2020,대학교,경남,경남 창원시,창신대학교,Chang shin University,본교,기존,사립,51352,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",055-250-1200,055-297-5181,www.cs.ac.kr
2020,대학교,경남,경남 창원시,창원대학교,Changwon National University,본교,기존,국립,51140,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",055-213-2114        ,055-283-2970,www.changwon.ac.kr
2020,대학교,경남,경남 진주시,한국국제대학교,INTERNATIONAL UNIVERSITY OF KOREA,본교,기존,사립,52833,"경상남도 진주시 문산읍 동부로 965 (상문리, 한국국제대학교)",055-751-8114,055-761-7407,www.iuk.ac.kr
2020,대학교,제주,제주 제주시,제주국제대학교,JejuInternationalUniversity,본교,기존,사립,63309,제주특별자치도 제주시 516로 2870 (영평동),064-754-0200        ,064-702-8330      ,www.jeju.ac.kr
2020,대학교,제주,제주 제주시,제주대학교,Jeju National  University,본교,기존,국립,63243,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",064-754-2114,064-755-6130,www.jejunu.ac.kr
2020,방송통신대학,서울,서울 종로구,한국방송통신대학교,korea national open university,본교,기존,국립,03087,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)",1577-9995      ,      ,www.knou.ac.kr
2020,산업대학,대전,대전 동구,우송대학교(산업대),WOOSONG UNIVERSITY,본교,폐교,사립,34606,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)",042-630-9600        ,042-631-2346        ,www.wsu.ac.kr
2020,산업대학,대전,대전 유성구,한밭대학교,Hanbat National University,본교,폐교,국립,34158,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",042-821-1038        ,042-825-5395        ,www.hanbat.ac.kr
2020,산업대학,경기,경기 안성시,한경대학교(산업대),Hankyong National University,본교,폐교,국립,17579,경기도 안성시 중앙로 327 (석정동),031-670-5114        ,,www.hknu.ac.kr
2020,산업대학,경기,경기 시흥시,한국산업기술대학교,Korea Polytech University,본교,폐교,사립,15073,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)",,,
2020,산업대학,충남,충남 천안시,남서울대학교,Namseoul University,본교,폐교,사립,31020,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",041-580-2000        ,041-580-2117        ,http://www.nsu.ac.kr
2020,산업대학,충남,충남 홍성군,청운대학교,CHUNGWOON UNIVERSITY,본교,기존,사립,32244,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",041-630-3114        ,041-634-8700        ,www.chungwoon.ac.kr
2020,산업대학,전북,전북 군산시,호원대학교,HOWON University,본교,기존,사립,54058,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",063-450-7114,063-450-7777,www.howon.ac.kr 
2020,산업대학,경북,경북 구미시,경운대학교,Kyungwoon University,본교,폐교,사립,39160,"경상북도 구미시 산동면 강동로 724-5 (인덕리, 경운대학교)",054-479-1114        ,054-479-1029        ,www.ikw.ac.kr
2020,산업대학,경남,경남 진주시,진주산업대학교,JINJU NATIONAL UNIVERSITY,본교,폐교,국립,52725,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",055-751-3114        ,055-752-9554        ,
2020,기술대학,서울,서울 강서구,정석대학,JUNGSEOK INSTITUTE OF TECHNOLOGY,본교,기존,사립,07505,"서울특별시 강서구 하늘길 260 (공항동, 대한항공)",02-2660-5390        ,02-2660-5394        ,
2020,각종대학(대학),서울,서울 성북구,한국예술종합학교,Korea National University of Arts,본교,기존,특별법국립,02789,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)",02-746-9000,02-746-9444,www.karts.ac.kr
2020,각종대학(대학),충북,충북 제천시,순복음총회신학교,Korea Christian College,본교,기존,사립,27223,충청북도 제천시 덕산면 도전로 320 (도전리),043-645-5571,043-642-4530,www.kcc.ac.kr
2020,원격대학(전문),경기,경기 광주시,세계사이버대학,world cyber college,본교,기존,사립,12771,경기도 광주시 오포읍 태재로 90 (신현리),031-785-3413    ,031-726-3092        ,www.world.ac.kr
2020,원격대학(대학),경북,경북 경산시,영남사이버대학교,YOUNGNAM CYBER UNIVERSITY,본교,기존,사립,38695,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",1577-9602,053-742-5706,www.yncu.ac.kr
2020,사내대학(전문),서울,서울 동작구,SPC식품과학대학,SPC College Of Food Sciece,본교,기존,사립,07068,서울특별시 동작구 신대방16다길 14 (신대방동),02-6331-3519,,
2020,사내대학(전문),울산,울산 동구,현대중공업공과대학,Hyundai Heavy Industries Technical College,본교,기존,사립,44032,"울산광역시 동구 방어진순환도로 1000 (전하동, 현대중공업(주))",052-203-0297,052-250-9066        ,college.hhi.co.kr/
2020,사내대학(전문),전남,전남 광양시,포스코기술대학,POSCO Technology University,제2캠퍼스,기존,사립,57802,"전라남도 광양시 금호로 215 (금호동, 백운아트홀)",054-240-5800,054-240-5809,https://ptu.posco.co.kr:4443
2020,사내대학(전문),경북,경북 포항시,포스코기술대학,POSCO Technology University,본교,기존,사립,37666,"경상북도 포항시 남구 지곡로 120 (지곡동, 포스코인재개발원)",054-240-5800,054-240-5809,https://ptu.posco.co.kr:4443
2020,사내대학(전문),경남,경남 거제시,대우조선해양공과대학,DSME Institute of Technology,본교,기존,사립,53302,"경상남도 거제시 거제대로 3370 (아주동, 대우조선해양)",055-735-2468,055-735-1182        ,
2020,사내대학(전문),경남,경남 거제시,삼성중공업공과대학,Samsung Heavy Industries Institute of Technology,본교,기존,사립,53261,"경상남도 거제시 장평3로 80 (장평동, 삼성중공업(주)거제조선소)",055-630-2096,055-630-2097,
2020,사내대학(대학),서울,서울 영등포구,KDB금융대학교,KDB FINANCIAL UNIVERSITY,본교,기존,사립,07242,"서울특별시 영등포구 은행로 14 (여의도동, 산업은행본점)",02-787-6327,02-787-5595         ,kfu.kdb.co.kr
2020,사내대학(대학),대전,대전 유성구,LH토지주택대학교,LHU(LH University),본교,기존,사립,34047,"대전광역시 유성구 엑스포로539번길 99 (전민동, LH토지주택연구원)",,,
2020,사내대학(대학),경기,경기 용인시,삼성전자공과대학교,SAMSUNG INSTITUTE OF TECHNOLOGY,본교,기존,사립,17113,"경기도 용인시 기흥구 삼성로 1 (농서동, 삼성전자(주)기흥캠퍼스)",031-209-1606,,
2020,사이버대학(대학),서울,서울 동대문구,경희사이버대학교,Kyung Hee Cyber University,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)",02-3299-8700        ,02-3299-8529        ,www.khcu.ac.kr
2020,사이버대학(대학),서울,서울 종로구,고려사이버대학교,THE CYBER UNIVERSITY OF KOREA,본교,기존,사립,03051,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)",02-6361-2000,02-6361-1800        ,www.cuk.edu
2020,사이버대학(대학),서울,서울 서대문구,디지털서울문화예술대학교,DIGITAL SEOUL CULTURE ARTS UNIVERSITY,본교,기존,사립,03645,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)",1588-7101       ,02-6902-0683    ,www.scau.ac.kr
2020,사이버대학(대학),서울,서울 동대문구,사이버한국외국어대학교,Cyber Hankuk University of Foreign Studies,본교,기존,사립,02450,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",02-2173-2580        ,02-966-6183         ,www.cufs.ac.kr
2020,사이버대학(대학),서울,서울 강서구,서울디지털대학교,Seoul Digital University,본교,기존,사립,07654,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교)",1644-0982,02-2128-3006,www.sdu.ac.kr
2020,사이버대학(대학),서울,서울 강북구,서울사이버대학교,Seoul Cyber University,본교,기존,사립,01133,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)",02-944-5000,02-980-2222,www.iscu.ac.kr
2020,사이버대학(대학),서울,서울 광진구,세종사이버대학교 ,Sejong Cyber University,본교,기존,사립,05000,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)",02-2204-8000        ,02-2204-8036        ,http://sjcu.ac.kr/
2020,사이버대학(대학),서울,서울 종로구,숭실사이버대학교,Korea Soongsil Cyber University,본교,기존,사립,03132,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)",02-708-7700         ,02-708-7755         ,www.kcu.ac
2020,사이버대학(대학),서울,서울 중랑구,한국열린사이버대학교,Open Cyber University of Korea(OCU),본교,기존,사립,02087,"서울특별시 중랑구 망우로 353 (상봉동, 상봉프레미어스엠코)",02-2197-4200        ,02-2197-4114        ,www.ocu.ac.kr
2020,사이버대학(대학),서울,서울 성동구,한양사이버대학교,Hanyang Cyber University,본교,기존,사립,04763,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)",02-2290-0114,02-2290-0600,www.hycu.ac.kr
2020,사이버대학(대학),부산,부산 사상구,부산디지털대학교,BusanDigital University,본교,기존,사립,47011,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)",051-320-2000        ,051-320-2759        ,www.bdu.ac.kr
2020,사이버대학(대학),부산,부산 연제구,화신사이버대학교,Hwashin Cyber University,본교,기존,사립,47558,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)",051-999-0121  ,051-999-0119,www.hscu.ac.kr
2020,사이버대학(대학),대전,대전 서구,건양사이버대학교,Konyang Cyber University,본교,기존,사립,35365,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",1899-3330,042-600-6519,www.kycu.ac.kr
2020,사이버대학(대학),경기,경기 수원시,국제사이버대학교,Gukje Cyber University,본교,기존,사립,16487,경기도 수원시 팔달구 경수대로 490 (인계동),031-229-6200        ,031-267-0750        ,www.gjcu.ac.kr
2020,사이버대학(대학),충남,충남 천안시,글로벌사이버대학교,GLOBAL CYBER UNIVERSITY,본교,기존,사립,31228,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교)",041-415-6111,041-415-6199,www.global.ac.kr
2020,사이버대학(대학),전북,전북 익산시,원광디지털대학교,Wonkwang Digital University,본교,기존,사립,54538,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)",1588-2854,063-843-2855,www.wdu.ac.kr
2020,사이버대학(대학),경북,경북 경산시,대구사이버대학교,Daegu Cyber University,본교,기존,사립,38453,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",053-859-7500   ,053-859-7599,www.dcu.ac.kr
2020,사이버대학(전문),대구,대구 북구,영진사이버대학교,YEUNGJIN CYBER COLLEGE,본교,기존,사립,41527,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",053-940-5500,053-940-5504,www.ycc.ac.kr
2020,사이버대학(전문),경북,경북 경산시,한국복지사이버대학,Corea Welfare Cyber Collelge,본교,기존,사립,38695,경상북도 경산시 남천면 남천로 746-10 (협석리),053-712-3000        ,053-815-6500        ,http://www.corea.ac.kr/
2020,전공대학,서울,서울 강남구,국제예술대학교,Kukje University of Arts,본교,기존,사립,06051,"서울특별시 강남구 도산대로30길 47 (논현동, 국제예술대학교)",025428197,025171392,kua.ac.kr/
2020,전공대학,서울,서울 서초구,백석예술대학교,BAEKSEOK ARTS UNIVERSITY,본교,기존,사립,06695,"서울특별시 서초구 방배로9길 23 (방배동, 백석예술대학교)",02-520-0700,,www.bau.ac.kr
2020,전공대학,서울,서울 중구,정화예술대학교,JEONGHWA ARTS COLLEGE,본교,기존,사립,04631,"서울특별시 중구 퇴계로16길 21 (남산동1가, 정화예술대학교명동캠퍼스본관)",02-3789-2020        ,02-775-5082         ,www.jb.ac.kr
2020,전공대학,서울,서울 중구,정화예술대학교,JEONGHWA ARTS COLLEGE,제2캠퍼스,기존,사립,04633,"서울특별시 중구 퇴계로8길 73 (회현동1가, 정화예술대학교남산캠퍼스)",02-3789-7181        ,02-6916-3888        ,www.jb.ac.kr
2020,기능대학,서울,서울 강서구,한국폴리텍대학 서울강서캠퍼스,Seoul Kangseo Campus of Korea PolytechnicⅠCollege ,본교,기존,사립,07684,"서울특별시 강서구 우장산로10길 112 (화곡동, 한국폴리텍대학서울강서캠퍼스)",02-2186-5800        ,02-2186-5819        ,http://kangseo.kopo.ac.kr
2020,기능대학,서울,서울 용산구,한국폴리텍대학 서울정수캠퍼스,Seoul Jungsu Campus of Korea Polytechnic,본교,기존,사립,04392,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스)",02-2001-4000        ,02-2001-4119        ,jungsu.kopo.ac.kr
2020,기능대학,부산,부산 북구,한국폴리텍Ⅶ대학 부산캠퍼스,Busan Campus of Korea PolytechnicⅦ,본교,기존,사립,46550,"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍VII대학부산캠퍼스)",051-330-7800        ,051-332-4801        ,http://www.kopo.ac.kr/busan
2020,기능대학,대구,대구 서구,한국폴리텍대학 대구캠퍼스,Daegu Campus of Korea Polytechnic,본교,기존,사립,41765,"대구광역시 서구 국채보상로43길 15 (평리동, 한국폴리텍6대학)",053-567-0101        ,053-560-3148        ,www.kopo.ac.kr/daegu
2020,기능대학,대구,대구 동구,한국폴리텍대학 영남융합기술캠퍼스,Yeongnam Convergence campus of korea Polytechnic,본교,기존,사립,41027,대구광역시 동구 팔공로 222 (봉무동),053-980-1100,053-980-1129        ,kopo.ac.kr/yct
2020,기능대학,인천,인천 미추홀구,한국폴리텍 II 대학 남인천캠퍼스,Namincheon Campus Of Korea Polytechnin Ⅱ,본교,기존,사립,22121,"인천광역시 미추홀구 염전로333번길 23 (주안동, 한국폴리텍대학남인천캠퍼스)",032-450-0300,032-873-2098,http://www.kopo.ac.kr/namincheon/index.do
2020,기능대학,인천,인천 부평구,한국폴리텍대학 인천캠퍼스,Incheon Campus of Korea Polytechnics,본교,기존,사립,21417,"인천광역시 부평구 무네미로448번길 56 (구산동, 한국폴리텍Ⅱ대학)",032-510-2114        ,032-519-6059        ,www.kopo.ac.kr/incheon/index.do
2020,기능대학,광주,광주 북구,한국폴리텍V대학 광주캠퍼스,Gwangju Campus of Korea Polytechnic V,본교,기존,사립,61099,"광주광역시 북구 하서로 85 (운암동, 한국폴리텍V대학)",062-519-7114,062-519-7019        ,www.kopo.ac.kr/gwangju
2020,기능대학,대전,대전 동구,한국폴리텍 IV 대학 대전캠퍼스,Daejeon Campus of KOREA POLYTECHNIC,본교,기존,사립,34503,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍대학대전캠퍼스)",042-670-0600,042-670-0519,www.kopo.ac.kr/daejeon/index.do
2020,기능대학,울산,울산 중구,한국폴리텍 VII 대학 울산캠퍼스,Ulsan Campus of KOREA POLYTECHNIC,본교,기존,사립,44482,"울산광역시 중구 산전길 155 (동동, 한국폴리텍7대학울산캠퍼스)",052-290-1500        ,052-290-1519        ,www.kopo.ac.kr/ulsan/index.do
2020,기능대학,경기,경기 광주시,ICT폴리텍대학,ICT Polytech Institute of Korea,본교,기존,사립,12777,"경기도 광주시 순암로 16-26 (역동, ICT폴리텍대학)",031-764-3301        ,031-762-3456       ,www.ict.ac.kr
2020,기능대학,경기,경기 성남시,한국폴리텍 I 대학 성남캠퍼스,Seong Nam Campus of Korea PolytechnicⅠ,본교,기존,사립,13122,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스)",031-739-4000        ,031-749-3375        ,www.kopo.ac.kr/seongnam
2020,기능대학,경기,경기 안성시,한국폴리텍특성화대학 반도체융합캠퍼스,Semiconductor Convergence Campus of KOREA POLYTECHNIC,본교,학교명 변경,사립,17550,"경기도 안성시 공도읍 송원길 41-12 (만정리, 한국폴리텍대학안성캠퍼스)",031-650-7300,031-651-4314,www.kopo.ac.kr/anseong/index.do
2020,기능대학,강원,강원 강릉시,한국폴리텍 III 대학 강릉캠퍼스,GANGNEUNG CAMPUS OF KOREA POLYTECHNICS,본교,기존,사립,25605,"강원도 강릉시 남산초교길 121 (노암동, 한국폴리텍3대학)",033-610-6110,033-610-6195,www.kopo.ac.kr/gangneung
2020,기능대학,강원,강원 원주시,한국폴리텍 III 대학 원주캠퍼스,Wonju Campus of Korea Polytechnic,본교,기존,사립,26406,"강원도 원주시 북원로2425번길 73 (우산동, 한국폴리텍3대학)",033-741-7000,033-741-7029,www.kopo.ac.kr/wonju
2020,기능대학,강원,강원 춘천시,한국폴리텍 III 대학 춘천캠퍼스,Chuncheon Campus of Korea Polytechnic Ⅲ,본교,기존,사립,24409,"강원도 춘천시 동산면 영서로 1290-31 (원창리, 한국폴리텍Ⅲ대학)",033-260-7600        ,033-260-7608      ,www.kopo.ac.kr/chuncheon/
2020,기능대학,충북,충북 청주시,한국폴리텍IV 대학 청주캠퍼스,Cheongju Campus of Korea Polytechnic,본교,기존,사립,28590,"충청북도 청주시 흥덕구 산단로 54 (송정동, 한국폴리텍Ⅳ대학청주캠퍼스)",043-279-7400,043-279-7477        ,www.kopo.ac.kr/cheongju
2020,기능대학,충남,충남 아산시,한국폴리텍 IV 대학 아산캠퍼스,Asan Campus of Korea Polytechnic IV,본교,기존,사립,31533,"충청남도 아산시 신창면 행목로 45 (행목리, 한국폴리텍Ⅳ대학아산캠퍼스)",041-539-9300,041-532-0300,http://www.kopo.ac.kr/asan
2020,기능대학,충남,충남 홍성군,한국폴리텍 IV 대학 홍성캠퍼스,Hongseong Campus of Korea Polytechnics,본교,기존,사립,32244,"충청남도 홍성군 홍성읍 충서로 1200 (남장리, 홍성기능대학)",041-630-3500,041-631-3522,kopo.ac.kr/hongseong
2020,기능대학,충남,충남 논산시,한국폴리텍대학바이오캠퍼스,Bio Campus of Korea Polytechnic,본교,기존,사립,32943,"충청남도 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍바이오대학)",041-746-7300        ,041-746-7310        ,kopo.ac.kr/bio
2020,기능대학,전북,전북 김제시,한국폴리텍 V 대학 김제캠퍼스,gimje campus of korea polytechnics,본교,기존,사립,54352,"전라북도 김제시 백학제길 154 (백학동, 한국폴리텍V대학)",063-540-7600        ,063-540-7625        ,kopo.ac.kr/gimje
2020,기능대학,전북,전북 익산시,한국폴리텍대학 익산캠퍼스,Iksan Capus of korea Polytechnic ,본교,기존,사립,54567,"전라북도 익산시 선화로 579 (어양동, 한국폴리텍V대학)",063-830-3000        ,063-830-3026        ,iksan.kopo.ac.kr
2020,기능대학,전남,전남 순천시,한국폴리텍 V 대학 순천캠퍼스,Suncheon Campus of korea polytechnics ,본교,기존,사립,57975,"전라남도 순천시 기적의도서관1길 41 (조례동, 한국폴리텍대학순천캠퍼스)",0617210300,0617215280,kopo.ac.kr/suncheon
2020,기능대학,전남,전남 무안군,한국폴리텍V대학 목포캠퍼스,MOKPO CAMPUS OF KOREA POLYTECHNIC v COLLEGE,본교,기존,사립,58542,"전라남도 무안군 청계면 영산로 1854-16 (상마리, 한국폴리텍V대학목포캠퍼스)",061-450-7220,061-450-7224        ,www.kopo.ac.kr
2020,기능대학,경북,경북 영주시,한국폴리텍 Ⅵ 대학 영주캠퍼스,Yeongju Campus of Korea Polytechnic Ⅵ,본교,기존,사립,36142,"경상북도 영주시 가흥로 2 (문정동, 한국폴리텍VI대학)",054-639-4218,054-632-2098,www.kopo.ac.kr/yeongju/index.do
2020,기능대학,경북,경북 구미시,한국폴리텍대학 구미캠퍼스,Gumi Campus of Korea Polytechnic ,본교,기존,사립,39257,경상북도 구미시 수출대로3길 84 (공단동),054-461-5241        ,054-464-2098        ,http://gumi.kopo.ac.kr/
2020,기능대학,경남,경남 창원시,한국폴리텍대학 창원캠퍼스,Changwon Campus of Korea Polytechnic,본교,기존,사립,51518,"경상남도 창원시 성산구 외동반림로 51-88 (중앙동, 한국폴리텍VII대학)",055-279-1700        ,055-279-1749        ,http://www.kopo.ac.kr/changwon/index.do
2020,기능대학,경남,경남 사천시,한국폴리텍대학 항공캠퍼스,Aviation Campus of KOREA POLYTECHNIC,본교,기존,사립,52549,"경상남도 사천시 대학길 46 (이금동, 한국폴리텍항공대학)",055-830-3400,055-830-3414,www.kopo.ac.kr/kapc
2020,기능대학,제주,제주 제주시,한국폴리텍 I 대학 제주캠퍼스,Korea Polytechnic,본교,기존,사립,63243,"제주특별자치도 제주시 산천단동3길 2 (아라일동, 한국폴리택대학제주캠퍼스)",064-754-7100,064-754-7112,www.kopo.ac.kr/jeju/index.do
